ResponseId,Duration (in seconds),PROLIFIC_PID,num_counterfactuals,info,CF,bias,agent-CF,acra_assigned,acra_display_order,factual_only_traj_display_order,traj_number,Alex_rating,AP5_rating,confidence,BFxCH_Alex_rating_traj,BFxCH_AP5_rating_traj,BFxCH_agreement,HPxCH_Alex_rating_traj,HPxCH_AP5_rating_traj,HPxCH_agreement,HPxTR_Alex_rating_traj,HPxTR_AP5_rating_traj,HPxTR_agreement,TRxCH_Alex_rating_traj,TRxCH_AP5_rating_traj,TRxCH_agreement,TRxTR_Alex_rating_traj,TRxTR_AP5_rating_traj,TRxTR_agreement,trajectory,"Please explain whether you found the wording of the questions to be clear, or you found anything else to be unclear in this survey.","If you have any other comments or any questions, please let us know here.",What is your age?,Which political party do you identify with: - Selected Choice,Which political party do you identify with: - Other (please specify): - Text,Do you identify as: - Selected Choice,Do you identify as: - Other (please specify): - Text,In what type of community do you live? (Check all that apply): - Selected Choice,In what type of community do you live? (Check all that apply): - Other (please specify): - Text,"50 States, D.C. and Puerto Rico",What is the highest level of school you have completed or the highest degree you have received?,Do you identify as:,Which religion do you practice? - Selected Choice,Which religion do you practice? - Some other religion (please specify): - Text
R_7mJsNgMhSvHh80F,612,67f5f6a0da47b6f7f55c2488,2,full,2-CF,both,both,TRxTR,factual-cf-both-agents-full-biased_both-TRxTR-questions|FL_277|factual-cf-both-agents-full-biased_both-HPxCH-questions|factual-cf-both-agents-full-biased_both-BFxCH-questions|factual-cf-both-agents-full-biased_both-TRxCH-questions|factual-cf-both-agents-full-biased_both-HPxTR-questions,,traj-514-1,Medium Responsibility,Medium Responsibility,Medium confidence,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,514,The wording of the questions was clear,NO,40,Republican Party,,Male,,City or urban community,,Louisiana,Bachelor degree,White,Other Christian denomination,
R_7mJsNgMhSvHh80F,612,67f5f6a0da47b6f7f55c2488,2,full,2-CF,both,both,HPxCH,factual-cf-both-agents-full-biased_both-TRxTR-questions|FL_277|factual-cf-both-agents-full-biased_both-HPxCH-questions|factual-cf-both-agents-full-biased_both-BFxCH-questions|factual-cf-both-agents-full-biased_both-TRxCH-questions|factual-cf-both-agents-full-biased_both-HPxTR-questions,,traj-717,Medium Responsibility,Medium Responsibility,Medium confidence,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,717,The wording of the questions was clear,NO,41,Republican Party,,Male,,City or urban community,,Louisiana,Bachelor degree,White,Other Christian denomination,
R_7mJsNgMhSvHh80F,612,67f5f6a0da47b6f7f55c2488,2,full,2-CF,both,both,BFxCH,factual-cf-both-agents-full-biased_both-TRxTR-questions|FL_277|factual-cf-both-agents-full-biased_both-HPxCH-questions|factual-cf-both-agents-full-biased_both-BFxCH-questions|factual-cf-both-agents-full-biased_both-TRxCH-questions|factual-cf-both-agents-full-biased_both-HPxTR-questions,,traj-471-3,Medium Responsibility,Medium Responsibility,Medium confidence,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,471,The wording of the questions was clear,NO,42,Republican Party,,Male,,City or urban community,,Louisiana,Bachelor degree,White,Other Christian denomination,
R_7mJsNgMhSvHh80F,612,67f5f6a0da47b6f7f55c2488,2,full,2-CF,both,both,TRxCH,factual-cf-both-agents-full-biased_both-TRxTR-questions|FL_277|factual-cf-both-agents-full-biased_both-HPxCH-questions|factual-cf-both-agents-full-biased_both-BFxCH-questions|factual-cf-both-agents-full-biased_both-TRxCH-questions|factual-cf-both-agents-full-biased_both-HPxTR-questions,,traj-681-1,Medium Responsibility,Medium Responsibility,Medium confidence,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,681,The wording of the questions was clear,NO,43,Republican Party,,Male,,City or urban community,,Louisiana,Bachelor degree,White,Other Christian denomination,
R_7mJsNgMhSvHh80F,612,67f5f6a0da47b6f7f55c2488,2,full,2-CF,both,both,HPxTR,factual-cf-both-agents-full-biased_both-TRxTR-questions|FL_277|factual-cf-both-agents-full-biased_both-HPxCH-questions|factual-cf-both-agents-full-biased_both-BFxCH-questions|factual-cf-both-agents-full-biased_both-TRxCH-questions|factual-cf-both-agents-full-biased_both-HPxTR-questions,,traj-10,Medium Responsibility,Medium Responsibility,Medium confidence,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,10,The wording of the questions was clear,NO,44,Republican Party,,Male,,City or urban community,,Louisiana,Bachelor degree,White,Other Christian denomination,
R_1g8h6rVTinJnJNM,895,67f9affcf2f1cb6bac85c0c1,2,partial,2-CF,1,both,TRxTR,factual-cf-both-agents-partial-biased_1-TRxTR-questions|FL_256|factual-cf-both-agents-partial-biased_1-HPxTR-questions|factual-cf-both-agents-partial-biased_1-BFxCH-questions|factual-cf-both-agents-partial-biased_1-TRxCH-questions|factual-cf-both-agents-partial-biased_1-HPxCH-questions,,traj-228-1,Medium Responsibility,Medium Responsibility,Medium confidence,1,1,0,1,1,0,1,1,0,0.5,0.5,1,1,1,0,228,I found it clear enough,,51,Democratic Party,,Female,,City or urban community,,Mississippi,Graduate degree,White,Catholicism,
R_1g8h6rVTinJnJNM,895,67f9affcf2f1cb6bac85c0c1,2,partial,2-CF,1,both,HPxTR,factual-cf-both-agents-partial-biased_1-TRxTR-questions|FL_256|factual-cf-both-agents-partial-biased_1-HPxTR-questions|factual-cf-both-agents-partial-biased_1-BFxCH-questions|factual-cf-both-agents-partial-biased_1-TRxCH-questions|factual-cf-both-agents-partial-biased_1-HPxCH-questions,,traj-461-1,Medium Responsibility,Medium Responsibility,Medium confidence,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,461,I found it clear enough,,52,Democratic Party,,Female,,City or urban community,,Mississippi,Graduate degree,White,Catholicism,
R_1g8h6rVTinJnJNM,895,67f9affcf2f1cb6bac85c0c1,2,partial,2-CF,1,both,BFxCH,factual-cf-both-agents-partial-biased_1-TRxTR-questions|FL_256|factual-cf-both-agents-partial-biased_1-HPxTR-questions|factual-cf-both-agents-partial-biased_1-BFxCH-questions|factual-cf-both-agents-partial-biased_1-TRxCH-questions|factual-cf-both-agents-partial-biased_1-HPxCH-questions,,traj-935,Low Responsibility,Medium Responsibility,Low confidence,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,935,I found it clear enough,,53,Democratic Party,,Female,,City or urban community,,Mississippi,Graduate degree,White,Catholicism,
R_1g8h6rVTinJnJNM,895,67f9affcf2f1cb6bac85c0c1,2,partial,2-CF,1,both,TRxCH,factual-cf-both-agents-partial-biased_1-TRxTR-questions|FL_256|factual-cf-both-agents-partial-biased_1-HPxTR-questions|factual-cf-both-agents-partial-biased_1-BFxCH-questions|factual-cf-both-agents-partial-biased_1-TRxCH-questions|factual-cf-both-agents-partial-biased_1-HPxCH-questions,,traj-977,Medium Responsibility,Medium Responsibility,Medium confidence,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,977,I found it clear enough,,54,Democratic Party,,Female,,City or urban community,,Mississippi,Graduate degree,White,Catholicism,
R_1g8h6rVTinJnJNM,895,67f9affcf2f1cb6bac85c0c1,2,partial,2-CF,1,both,HPxCH,factual-cf-both-agents-partial-biased_1-TRxTR-questions|FL_256|factual-cf-both-agents-partial-biased_1-HPxTR-questions|factual-cf-both-agents-partial-biased_1-BFxCH-questions|factual-cf-both-agents-partial-biased_1-TRxCH-questions|factual-cf-both-agents-partial-biased_1-HPxCH-questions,,traj-739,Medium Responsibility,Low Responsibility,Medium confidence,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,739,I found it clear enough,,55,Democratic Party,,Female,,City or urban community,,Mississippi,Graduate degree,White,Catholicism,
R_15BD0OHIEjozpBL,974,67f76224b2a22cfdf347e2fe,0,full,factual,1,none, ,factual-full-biased_1-questions,659-1|QID777|975|QID778|227-1|QID779|859|QID780|85|QID781,659-1,Medium Responsibility,Medium Responsibility,Medium confidence,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,659,No everything was clear.,No comment. I indeed enjoy the study,33,Independent,,Female,,City or urban community,,Arkansas,Bachelor degree,White,Catholicism,
R_15BD0OHIEjozpBL,974,67f76224b2a22cfdf347e2fe,0,full,factual,1,none, ,factual-full-biased_1-questions,659-1|QID777|975|QID778|227-1|QID779|859|QID780|85|QID781,975,Medium Responsibility,Medium Responsibility,Medium confidence,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,975,No everything was clear.,No comment. I indeed enjoy the study,34,Independent,,Female,,City or urban community,,Arkansas,Bachelor degree,White,Catholicism,
R_15BD0OHIEjozpBL,974,67f76224b2a22cfdf347e2fe,0,full,factual,1,none, ,factual-full-biased_1-questions,659-1|QID777|975|QID778|227-1|QID779|859|QID780|85|QID781,227-1,Medium Responsibility,Medium Responsibility,Medium confidence,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,227,No everything was clear.,No comment. I indeed enjoy the study,35,Independent,,Female,,City or urban community,,Arkansas,Bachelor degree,White,Catholicism,
R_15BD0OHIEjozpBL,974,67f76224b2a22cfdf347e2fe,0,full,factual,1,none, ,factual-full-biased_1-questions,659-1|QID777|975|QID778|227-1|QID779|859|QID780|85|QID781,859,Medium Responsibility,Medium Responsibility,Medium confidence,1,1,0,1,1,0,1,1,0,0.5,0.5,1,1,1,0,859,No everything was clear.,No comment. I indeed enjoy the study,36,Independent,,Female,,City or urban community,,Arkansas,Bachelor degree,White,Catholicism,
R_15BD0OHIEjozpBL,974,67f76224b2a22cfdf347e2fe,0,full,factual,1,none, ,factual-full-biased_1-questions,659-1|QID777|975|QID778|227-1|QID779|859|QID780|85|QID781,85,Medium Responsibility,Medium Responsibility,Medium confidence,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,85,No everything was clear.,No comment. I indeed enjoy the study,37,Independent,,Female,,City or urban community,,Arkansas,Bachelor degree,White,Catholicism,
R_5SSflMjQZTYtRv3,918,67f88b3b04dd4fc5191ddd1b,2,full,2-CF,0,both,TRxCH,factual-cf-both-agents-full-biased_0-TRxCH-questions|factual-cf-both-agents-full-biased_0-TRxTR-questions|factual-cf-both-agents-full-biased_0-BFxCH-questions|FL_275|factual-cf-both-agents-full-biased_0-HPxCH-questions|factual-cf-both-agents-full-biased_0-HPxTR-questions,,traj-596,Medium Responsibility,High Responsibility,Medium confidence,1,1,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,596,,,,,,,,,,,,,,
R_5SSflMjQZTYtRv3,918,67f88b3b04dd4fc5191ddd1b,2,full,2-CF,0,both,TRxTR,factual-cf-both-agents-full-biased_0-TRxCH-questions|factual-cf-both-agents-full-biased_0-TRxTR-questions|factual-cf-both-agents-full-biased_0-BFxCH-questions|FL_275|factual-cf-both-agents-full-biased_0-HPxCH-questions|factual-cf-both-agents-full-biased_0-HPxTR-questions,,traj-352-1,Medium Responsibility,High Responsibility,High confidence,1,1,0.5,1,1,0.5,1,1,0.5,0.5,1,1,1,1,0.5,352,,,,,,,,,,,,,,
R_5SSflMjQZTYtRv3,918,67f88b3b04dd4fc5191ddd1b,2,full,2-CF,0,both,BFxCH,factual-cf-both-agents-full-biased_0-TRxCH-questions|factual-cf-both-agents-full-biased_0-TRxTR-questions|factual-cf-both-agents-full-biased_0-BFxCH-questions|FL_275|factual-cf-both-agents-full-biased_0-HPxCH-questions|factual-cf-both-agents-full-biased_0-HPxTR-questions,,traj-897,Medium Responsibility,Medium Responsibility,High confidence,1,1,0,1,1,0,1,1,0,0.5,0.5,1,1,1,0,897,,,,,,,,,,,,,,
R_5SSflMjQZTYtRv3,918,67f88b3b04dd4fc5191ddd1b,2,full,2-CF,0,both,HPxCH,factual-cf-both-agents-full-biased_0-TRxCH-questions|factual-cf-both-agents-full-biased_0-TRxTR-questions|factual-cf-both-agents-full-biased_0-BFxCH-questions|FL_275|factual-cf-both-agents-full-biased_0-HPxCH-questions|factual-cf-both-agents-full-biased_0-HPxTR-questions,,traj-609-2,Medium Responsibility,Low Responsibility,Medium confidence,1,0.5,0,1,0.5,0,1,0.5,0,0.5,0.5,0.5,1,0.5,0,609,,,,,,,,,,,,,,
R_5SSflMjQZTYtRv3,918,67f88b3b04dd4fc5191ddd1b,2,full,2-CF,0,both,HPxTR,factual-cf-both-agents-full-biased_0-TRxCH-questions|factual-cf-both-agents-full-biased_0-TRxTR-questions|factual-cf-both-agents-full-biased_0-BFxCH-questions|FL_275|factual-cf-both-agents-full-biased_0-HPxCH-questions|factual-cf-both-agents-full-biased_0-HPxTR-questions,,traj-81,Medium Responsibility,High Responsibility,High confidence,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,81,,,,,,,,,,,,,,
R_5tbTXb1Qri5baLW,1133,67f8c9644507f76b22654217,1,full,1-CF,none,0,TRxTR,factual-cf-agent0-full-biased_none-TRxTR-questions|factual-cf-agent0-full-biased_none-HPxTR-questions|factual-cf-agent0-full-biased_none-TRxCH-questions|factual-cf-agent0-full-biased_none-BFxCH-questions|FL_268|factual-cf-agent0-full-biased_none-HPxCH-questions,,traj-93,High Responsibility,Medium Responsibility,High confidence,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,93,it was clear enough,none,27,Republican Party,,Female,,City or urban community,,Georgia,Graduate degree,Black or African-American,Other Christian denomination,
R_5tbTXb1Qri5baLW,1133,67f8c9644507f76b22654217,1,full,1-CF,none,0,HPxTR,factual-cf-agent0-full-biased_none-TRxTR-questions|factual-cf-agent0-full-biased_none-HPxTR-questions|factual-cf-agent0-full-biased_none-TRxCH-questions|factual-cf-agent0-full-biased_none-BFxCH-questions|FL_268|factual-cf-agent0-full-biased_none-HPxCH-questions,,traj-490,High Responsibility,Medium Responsibility,Medium confidence,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,490,it was clear enough,none,28,Republican Party,,Female,,City or urban community,,Georgia,Graduate degree,Black or African-American,Other Christian denomination,
R_5tbTXb1Qri5baLW,1133,67f8c9644507f76b22654217,1,full,1-CF,none,0,TRxCH,factual-cf-agent0-full-biased_none-TRxTR-questions|factual-cf-agent0-full-biased_none-HPxTR-questions|factual-cf-agent0-full-biased_none-TRxCH-questions|factual-cf-agent0-full-biased_none-BFxCH-questions|FL_268|factual-cf-agent0-full-biased_none-HPxCH-questions,,traj-294,Medium Responsibility,Medium Responsibility,Medium confidence,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,294,it was clear enough,none,29,Republican Party,,Female,,City or urban community,,Georgia,Graduate degree,Black or African-American,Other Christian denomination,
R_5tbTXb1Qri5baLW,1133,67f8c9644507f76b22654217,1,full,1-CF,none,0,BFxCH,factual-cf-agent0-full-biased_none-TRxTR-questions|factual-cf-agent0-full-biased_none-HPxTR-questions|factual-cf-agent0-full-biased_none-TRxCH-questions|factual-cf-agent0-full-biased_none-BFxCH-questions|FL_268|factual-cf-agent0-full-biased_none-HPxCH-questions,,traj-324,Medium Responsibility,High Responsibility,Medium confidence,1,1,0.5,1,1,0.5,1,1,0.5,0.5,0.5,0.5,1,1,0.5,324,it was clear enough,none,30,Republican Party,,Female,,City or urban community,,Georgia,Graduate degree,Black or African-American,Other Christian denomination,
R_5tbTXb1Qri5baLW,1133,67f8c9644507f76b22654217,1,full,1-CF,none,0,HPxCH,factual-cf-agent0-full-biased_none-TRxTR-questions|factual-cf-agent0-full-biased_none-HPxTR-questions|factual-cf-agent0-full-biased_none-TRxCH-questions|factual-cf-agent0-full-biased_none-BFxCH-questions|FL_268|factual-cf-agent0-full-biased_none-HPxCH-questions,,traj-389,Low Responsibility,High Responsibility,Medium confidence,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,389,it was clear enough,none,31,Republican Party,,Female,,City or urban community,,Georgia,Graduate degree,Black or African-American,Other Christian denomination,
R_1hXaqPbNOW7YuIT,1586,67f9026f16fad86a6808530f,1,full,1-CF,none,1,BFxCH,factual-cf-agent1-full-biased_none-BFxCH-questions|factual-cf-agent1-full-biased_none-HPxCH-questions|factual-cf-agent1-full-biased_none-HPxTR-questions|factual-cf-agent1-full-biased_none-TRxTR-questions|FL_273|factual-cf-agent1-full-biased_none-TRxCH-questions,,traj-681,High Responsibility,Medium Responsibility,High confidence,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,681,Everything is clear,,31,Democratic Party,,Male,,City or urban community,,Pennsylvania,Bachelor degree,White,Catholicism,
R_1hXaqPbNOW7YuIT,1586,67f9026f16fad86a6808530f,1,full,1-CF,none,1,HPxCH,factual-cf-agent1-full-biased_none-BFxCH-questions|factual-cf-agent1-full-biased_none-HPxCH-questions|factual-cf-agent1-full-biased_none-HPxTR-questions|factual-cf-agent1-full-biased_none-TRxTR-questions|FL_273|factual-cf-agent1-full-biased_none-TRxCH-questions,,traj-143,Medium Responsibility,High Responsibility,High confidence,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,143,Everything is clear,,32,Democratic Party,,Male,,City or urban community,,Pennsylvania,Bachelor degree,White,Catholicism,
R_1hXaqPbNOW7YuIT,1586,67f9026f16fad86a6808530f,1,full,1-CF,none,1,HPxTR,factual-cf-agent1-full-biased_none-BFxCH-questions|factual-cf-agent1-full-biased_none-HPxCH-questions|factual-cf-agent1-full-biased_none-HPxTR-questions|factual-cf-agent1-full-biased_none-TRxTR-questions|FL_273|factual-cf-agent1-full-biased_none-TRxCH-questions,,traj-363,Medium Responsibility,Low Responsibility,High confidence,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,363,Everything is clear,,33,Democratic Party,,Male,,City or urban community,,Pennsylvania,Bachelor degree,White,Catholicism,
R_1hXaqPbNOW7YuIT,1586,67f9026f16fad86a6808530f,1,full,1-CF,none,1,TRxTR,factual-cf-agent1-full-biased_none-BFxCH-questions|factual-cf-agent1-full-biased_none-HPxCH-questions|factual-cf-agent1-full-biased_none-HPxTR-questions|factual-cf-agent1-full-biased_none-TRxTR-questions|FL_273|factual-cf-agent1-full-biased_none-TRxCH-questions,,traj-452-1,Medium Responsibility,Medium Responsibility,Medium confidence,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,452,Everything is clear,,34,Democratic Party,,Male,,City or urban community,,Pennsylvania,Bachelor degree,White,Catholicism,
R_1hXaqPbNOW7YuIT,1586,67f9026f16fad86a6808530f,1,full,1-CF,none,1,TRxCH,factual-cf-agent1-full-biased_none-BFxCH-questions|factual-cf-agent1-full-biased_none-HPxCH-questions|factual-cf-agent1-full-biased_none-HPxTR-questions|factual-cf-agent1-full-biased_none-TRxTR-questions|FL_273|factual-cf-agent1-full-biased_none-TRxCH-questions,,traj-16,Low Responsibility,Medium Responsibility,Medium confidence,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,16,Everything is clear,,35,Democratic Party,,Male,,City or urban community,,Pennsylvania,Bachelor degree,White,Catholicism,
R_3eG7ysnPZNgg9ON,960,67618eed7ae5d64ffd014b50,1,partial,1-CF,none,1,HPxTR,factual-cf-agent1-partial-biased_none-HPxTR-questions|FL_263|factual-cf-agent1-partial-biased_none-TRxTR-questions|factual-cf-agent1-partial-biased_none-BFxCH-questions|factual-cf-agent1-partial-biased_none-TRxCH-questions|factual-cf-agent1-partial-biased_none-HPxCH-questions,,traj-50,Low Responsibility,Medium Responsibility,High confidence,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,50,Yes everything was clear,,32,Republican Party,,Female,,City or urban community,,North Carolina,Bachelor degree,White,Catholicism,
R_3eG7ysnPZNgg9ON,960,67618eed7ae5d64ffd014b50,1,partial,1-CF,none,1,TRxTR,factual-cf-agent1-partial-biased_none-HPxTR-questions|FL_263|factual-cf-agent1-partial-biased_none-TRxTR-questions|factual-cf-agent1-partial-biased_none-BFxCH-questions|factual-cf-agent1-partial-biased_none-TRxCH-questions|factual-cf-agent1-partial-biased_none-HPxCH-questions,,traj-238-1,Low Responsibility,High Responsibility,High confidence,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,238,Yes everything was clear,,33,Republican Party,,Female,,City or urban community,,North Carolina,Bachelor degree,White,Catholicism,
