ResponseId,Duration (in seconds),PROLIFIC_PID,num_counterfactuals,info,CF,bias,agent-CF,acra_assigned,acra_display_order,factual_only_traj_display_order,traj_number,Alex_rating,AP5_rating,confidence,BFxCH_Alex_rating_traj,BFxCH_AP5_rating_traj,BFxCH_agreement,HPxCH_Alex_rating_traj,HPxCH_AP5_rating_traj,HPxCH_agreement,HPxTR_Alex_rating_traj,HPxTR_AP5_rating_traj,HPxTR_agreement,TRxCH_Alex_rating_traj,TRxCH_AP5_rating_traj,TRxCH_agreement,TRxTR_Alex_rating_traj,TRxTR_AP5_rating_traj,TRxTR_agreement,trajectory,"Please explain whether you found the wording of the questions to be clear, or you found anything else to be unclear in this survey.","If you have any other comments or any questions, please let us know here.",What is your age?,Which political party do you identify with: - Selected Choice,Which political party do you identify with: - Other (please specify): - Text,Do you identify as: - Selected Choice,Do you identify as: - Other (please specify): - Text,In what type of community do you live? (Check all that apply): - Selected Choice,In what type of community do you live? (Check all that apply): - Other (please specify): - Text,"50 States, D.C. and Puerto Rico",What is the highest level of school you have completed or the highest degree you have received?,Do you identify as:,Which religion do you practice? - Selected Choice,Which religion do you practice? - Some other religion (please specify): - Text
R_7uWgAIrBtTaUujv,1133,67f544fafd196d9b109e3b4b,2,partial,2-CF,both,both,TRxCH,factual-cf-both-agents-partial-biased_both-HPxTR-questions|FL_257|factual-cf-both-agents-partial-biased_both-TRxTR-questions|factual-cf-both-agents-partial-biased_both-BFxCH-questions|factual-cf-both-agents-partial-biased_both-TRxCH-questions|factual-cf-both-agents-partial-biased_both-HPxCH-questions,,traj-798,Medium Responsibility,Medium Responsibility,Low confidence,,,,,,,,,,,,,,,,798,,,,,,,,,,,,,,
R_7uWgAIrBtTaUujv,1133,67f544fafd196d9b109e3b4b,2,partial,2-CF,both,both,HPxCH,factual-cf-both-agents-partial-biased_both-HPxTR-questions|FL_257|factual-cf-both-agents-partial-biased_both-TRxTR-questions|factual-cf-both-agents-partial-biased_both-BFxCH-questions|factual-cf-both-agents-partial-biased_both-TRxCH-questions|factual-cf-both-agents-partial-biased_both-HPxCH-questions,,traj-319,High Responsibility,Medium Responsibility,Medium confidence,,,,,,,,,,,,,,,,319,,,,,,,,,,,,,,
R_3mIfTLSwB6Hus4w,950,66497704c55b6a0ac500cb61,1,full,1-CF,1,1,BFxCH,factual-cf-agent1-full-biased_1-BFxCH-questions|factual-cf-agent1-full-biased_1-TRxCH-questions|factual-cf-agent1-full-biased_1-HPxCH-questions|factual-cf-agent1-full-biased_1-TRxTR-questions|factual-cf-agent1-full-biased_1-HPxTR-questions|FL_271,,traj-426-1,Low Responsibility,Low Responsibility,Medium confidence,,,,,,,,,,,,,,,,426,,,,,,,,,,,,,,
R_3mIfTLSwB6Hus4w,950,66497704c55b6a0ac500cb61,1,full,1-CF,1,1,TRxCH,factual-cf-agent1-full-biased_1-BFxCH-questions|factual-cf-agent1-full-biased_1-TRxCH-questions|factual-cf-agent1-full-biased_1-HPxCH-questions|factual-cf-agent1-full-biased_1-TRxTR-questions|factual-cf-agent1-full-biased_1-HPxTR-questions|FL_271,,traj-161-1,High Responsibility,Low Responsibility,High confidence,,,,,,,,,,,,,,,,161,,,,,,,,,,,,,,
R_3mIfTLSwB6Hus4w,950,66497704c55b6a0ac500cb61,1,full,1-CF,1,1,HPxCH,factual-cf-agent1-full-biased_1-BFxCH-questions|factual-cf-agent1-full-biased_1-TRxCH-questions|factual-cf-agent1-full-biased_1-HPxCH-questions|factual-cf-agent1-full-biased_1-TRxTR-questions|factual-cf-agent1-full-biased_1-HPxTR-questions|FL_271,,traj-619,Medium Responsibility,Low Responsibility,High confidence,,,,,,,,,,,,,,,,619,,,,,,,,,,,,,,
R_3mIfTLSwB6Hus4w,950,66497704c55b6a0ac500cb61,1,full,1-CF,1,1,TRxTR,factual-cf-agent1-full-biased_1-BFxCH-questions|factual-cf-agent1-full-biased_1-TRxCH-questions|factual-cf-agent1-full-biased_1-HPxCH-questions|factual-cf-agent1-full-biased_1-TRxTR-questions|factual-cf-agent1-full-biased_1-HPxTR-questions|FL_271,,traj-896,Low Responsibility,Low Responsibility,High confidence,,,,,,,,,,,,,,,,896,"Nothing provided was unclear! Instructions were relatively easy to follow, however, some information on assessing blame would have been a nice addition! I understand that perception of blame attribution is being studied, here, but it felt like it took a few games to get the hang of things.",None - Thank you!,31,Other (please specify):,anarchist,Other (please specify):,a gender,City or urban community,,New York,"High school degree or equivalent (e.g., GED)",White,No religion,
R_3mIfTLSwB6Hus4w,950,66497704c55b6a0ac500cb61,1,full,1-CF,1,1,HPxTR,factual-cf-agent1-full-biased_1-BFxCH-questions|factual-cf-agent1-full-biased_1-TRxCH-questions|factual-cf-agent1-full-biased_1-HPxCH-questions|factual-cf-agent1-full-biased_1-TRxTR-questions|factual-cf-agent1-full-biased_1-HPxTR-questions|FL_271,,traj-255-1,Low Responsibility,High Responsibility,Medium confidence,,,,,,,,,,,,,,,,255,,,,,,,,,,,,,,
R_5IkSzFpiQ9ADG01,1326,67f7c5a3a1fc94020bcc5c5c,1,partial,1-CF,1,1,TRxTR,factual-cf-agent1-partial-biased_1-TRxTR-questions|factual-cf-agent1-partial-biased_1-BFxCH-questions|factual-cf-agent1-partial-biased_1-HPxCH-questions|factual-cf-agent1-partial-biased_1-HPxTR-questions|FL_261|factual-cf-agent1-partial-biased_1-TRxCH-questions,,traj-185-1,Low Responsibility,Low Responsibility,High confidence,,,,,,,,,,,,,,,,185,The wordings were clear.,"No question, it is just a nice mind juggling game",42,Independent,,Male,,Suburban community,,Washington,Bachelor degree,Black or African-American,Some other religion (please specify):,christian
R_5IkSzFpiQ9ADG01,1326,67f7c5a3a1fc94020bcc5c5c,1,partial,1-CF,1,1,BFxCH,factual-cf-agent1-partial-biased_1-TRxTR-questions|factual-cf-agent1-partial-biased_1-BFxCH-questions|factual-cf-agent1-partial-biased_1-HPxCH-questions|factual-cf-agent1-partial-biased_1-HPxTR-questions|FL_261|factual-cf-agent1-partial-biased_1-TRxCH-questions,,traj-855,Low Responsibility,Low Responsibility,High confidence,,,,,,,,,,,,,,,,855,,,,,,,,,,,,,,
R_5IkSzFpiQ9ADG01,1326,67f7c5a3a1fc94020bcc5c5c,1,partial,1-CF,1,1,HPxCH,factual-cf-agent1-partial-biased_1-TRxTR-questions|factual-cf-agent1-partial-biased_1-BFxCH-questions|factual-cf-agent1-partial-biased_1-HPxCH-questions|factual-cf-agent1-partial-biased_1-HPxTR-questions|FL_261|factual-cf-agent1-partial-biased_1-TRxCH-questions,,traj-731,Low Responsibility,Low Responsibility,High confidence,,,,,,,,,,,,,,,,731,,,,,,,,,,,,,,
R_5IkSzFpiQ9ADG01,1326,67f7c5a3a1fc94020bcc5c5c,1,partial,1-CF,1,1,HPxTR,factual-cf-agent1-partial-biased_1-TRxTR-questions|factual-cf-agent1-partial-biased_1-BFxCH-questions|factual-cf-agent1-partial-biased_1-HPxCH-questions|factual-cf-agent1-partial-biased_1-HPxTR-questions|FL_261|factual-cf-agent1-partial-biased_1-TRxCH-questions,,traj-868-2,Low Responsibility,Low Responsibility,High confidence,,,,,,,,,,,,,,,,868,,,,,,,,,,,,,,
R_5IkSzFpiQ9ADG01,1326,67f7c5a3a1fc94020bcc5c5c,1,partial,1-CF,1,1,TRxCH,factual-cf-agent1-partial-biased_1-TRxTR-questions|factual-cf-agent1-partial-biased_1-BFxCH-questions|factual-cf-agent1-partial-biased_1-HPxCH-questions|factual-cf-agent1-partial-biased_1-HPxTR-questions|FL_261|factual-cf-agent1-partial-biased_1-TRxCH-questions,,traj-891-1,Low Responsibility,Low Responsibility,High confidence,,,,,,,,,,,,,,,,891,,,,,,,,,,,,,,
R_60hLnGNZNLvCZ2I,2036,6737a7751f0f53ed4920811a,2,full,2-CF,none,both,TRxTR,factual-cf-both-agents-full-biased_none-TRxTR-questions|factual-cf-both-agents-full-biased_none-HPxCH-questions|factual-cf-both-agents-full-biased_none-HPxTR-questions|factual-cf-both-agents-full-biased_none-TRxCH-questions|factual-cf-both-agents-full-biased_none-BFxCH-questions|FL_278,,traj-500,Medium Responsibility,High Responsibility,Medium confidence,,,,,,,,,,,,,,,,500,The wording of the questions was very clear and I found nothing unclear,No comments,29,Republican Party,,Female,,City or urban community,,North Carolina,Graduate degree,White,Catholicism,
R_60hLnGNZNLvCZ2I,2036,6737a7751f0f53ed4920811a,2,full,2-CF,none,both,HPxCH,factual-cf-both-agents-full-biased_none-TRxTR-questions|factual-cf-both-agents-full-biased_none-HPxCH-questions|factual-cf-both-agents-full-biased_none-HPxTR-questions|factual-cf-both-agents-full-biased_none-TRxCH-questions|factual-cf-both-agents-full-biased_none-BFxCH-questions|FL_278,,traj-932,Medium Responsibility,Medium Responsibility,High confidence,,,,,,,,,,,,,,,,932,,,,,,,,,,,,,,
R_60hLnGNZNLvCZ2I,2036,6737a7751f0f53ed4920811a,2,full,2-CF,none,both,HPxTR,factual-cf-both-agents-full-biased_none-TRxTR-questions|factual-cf-both-agents-full-biased_none-HPxCH-questions|factual-cf-both-agents-full-biased_none-HPxTR-questions|factual-cf-both-agents-full-biased_none-TRxCH-questions|factual-cf-both-agents-full-biased_none-BFxCH-questions|FL_278,,traj-530,Low Responsibility,Medium Responsibility,Medium confidence,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,
R_60hLnGNZNLvCZ2I,2036,6737a7751f0f53ed4920811a,2,full,2-CF,none,both,TRxCH,factual-cf-both-agents-full-biased_none-TRxTR-questions|factual-cf-both-agents-full-biased_none-HPxCH-questions|factual-cf-both-agents-full-biased_none-HPxTR-questions|factual-cf-both-agents-full-biased_none-TRxCH-questions|factual-cf-both-agents-full-biased_none-BFxCH-questions|FL_278,,traj-556,High Responsibility,Medium Responsibility,Medium confidence,,,,,,,,,,,,,,,,556,,,,,,,,,,,,,,
R_60hLnGNZNLvCZ2I,2036,6737a7751f0f53ed4920811a,2,full,2-CF,none,both,BFxCH,factual-cf-both-agents-full-biased_none-TRxTR-questions|factual-cf-both-agents-full-biased_none-HPxCH-questions|factual-cf-both-agents-full-biased_none-HPxTR-questions|factual-cf-both-agents-full-biased_none-TRxCH-questions|factual-cf-both-agents-full-biased_none-BFxCH-questions|FL_278,,traj-51,Medium Responsibility,Low Responsibility,High confidence,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,
R_5af23jDhiz68Q49,1740,67f08bdf831588fb2cba7ff2,2,partial,2-CF,none,both,BFxCH,factual-cf-both-agents-partial-biased_none-BFxCH-questions|factual-cf-both-agents-partial-biased_none-HPxCH-questions|factual-cf-both-agents-partial-biased_none-TRxCH-questions|FL_258|factual-cf-both-agents-partial-biased_none-TRxTR-questions|factual-cf-both-agents-partial-biased_none-HPxTR-questions,,traj-331,High Responsibility,High Responsibility,Medium confidence,,,,,,,,,,,,,,,,331,clear,no,22,Independent,,Female,,City or urban community,,,Graduate degree,Black or African-American,Catholicism,
R_5af23jDhiz68Q49,1740,67f08bdf831588fb2cba7ff2,2,partial,2-CF,none,both,HPxCH,factual-cf-both-agents-partial-biased_none-BFxCH-questions|factual-cf-both-agents-partial-biased_none-HPxCH-questions|factual-cf-both-agents-partial-biased_none-TRxCH-questions|FL_258|factual-cf-both-agents-partial-biased_none-TRxTR-questions|factual-cf-both-agents-partial-biased_none-HPxTR-questions,,traj-49-3,High Responsibility,High Responsibility,Medium confidence,,,,,,,,,,,,,,,,49,clear,no,22,Independent,,Female,,City or urban community,,,Graduate degree,Black or African-American,Catholicism,
R_5af23jDhiz68Q49,1740,67f08bdf831588fb2cba7ff2,2,partial,2-CF,none,both,TRxCH,factual-cf-both-agents-partial-biased_none-BFxCH-questions|factual-cf-both-agents-partial-biased_none-HPxCH-questions|factual-cf-both-agents-partial-biased_none-TRxCH-questions|FL_258|factual-cf-both-agents-partial-biased_none-TRxTR-questions|factual-cf-both-agents-partial-biased_none-HPxTR-questions,,traj-386,High Responsibility,High Responsibility,Medium confidence,,,,,,,,,,,,,,,,386,clear,no,22,Independent,,Female,,City or urban community,,,Graduate degree,Black or African-American,Catholicism,
R_5af23jDhiz68Q49,1740,67f08bdf831588fb2cba7ff2,2,partial,2-CF,none,both,TRxTR,factual-cf-both-agents-partial-biased_none-BFxCH-questions|factual-cf-both-agents-partial-biased_none-HPxCH-questions|factual-cf-both-agents-partial-biased_none-TRxCH-questions|FL_258|factual-cf-both-agents-partial-biased_none-TRxTR-questions|factual-cf-both-agents-partial-biased_none-HPxTR-questions,,traj-169,High Responsibility,High Responsibility,Medium confidence,,,,,,,,,,,,,,,,169,clear,no,22,Independent,,Female,,City or urban community,,,Graduate degree,Black or African-American,Catholicism,
R_5af23jDhiz68Q49,1740,67f08bdf831588fb2cba7ff2,2,partial,2-CF,none,both,HPxTR,factual-cf-both-agents-partial-biased_none-BFxCH-questions|factual-cf-both-agents-partial-biased_none-HPxCH-questions|factual-cf-both-agents-partial-biased_none-TRxCH-questions|FL_258|factual-cf-both-agents-partial-biased_none-TRxTR-questions|factual-cf-both-agents-partial-biased_none-HPxTR-questions,,traj-265,High Responsibility,High Responsibility,Medium confidence,,,,,,,,,,,,,,,,265,clear,no,22,Independent,,Female,,City or urban community,,,Graduate degree,Black or African-American,Catholicism,
R_7kwzwEHdiaeUIcp,1179,675dd4aed41b2116f978a0a1,1,full,1-CF,both,0,TRxTR,factual-cf-agent0-full-biased_both-TRxTR-questions|factual-cf-agent0-full-biased_both-BFxCH-questions|factual-cf-agent0-full-biased_both-HPxCH-questions|FL_267|factual-cf-agent0-full-biased_both-TRxCH-questions|factual-cf-agent0-full-biased_both-HPxTR-questions,,traj-457,Low Responsibility,Medium Responsibility,Low confidence,,,,,,,,,,,,,,,,457,clear,great survey.,39,Republican Party,,Male,,City or urban community,,California,Bachelor degree,White,Protestantism,
R_7kwzwEHdiaeUIcp,1179,675dd4aed41b2116f978a0a1,1,full,1-CF,both,0,BFxCH,factual-cf-agent0-full-biased_both-TRxTR-questions|factual-cf-agent0-full-biased_both-BFxCH-questions|factual-cf-agent0-full-biased_both-HPxCH-questions|FL_267|factual-cf-agent0-full-biased_both-TRxCH-questions|factual-cf-agent0-full-biased_both-HPxTR-questions,,traj-905,Low Responsibility,Low Responsibility,Low confidence,,,,,,,,,,,,,,,,905,clear,great survey.,39,Republican Party,,Male,,City or urban community,,California,Bachelor degree,White,Protestantism,
R_7kwzwEHdiaeUIcp,1179,675dd4aed41b2116f978a0a1,1,full,1-CF,both,0,HPxCH,factual-cf-agent0-full-biased_both-TRxTR-questions|factual-cf-agent0-full-biased_both-BFxCH-questions|factual-cf-agent0-full-biased_both-HPxCH-questions|FL_267|factual-cf-agent0-full-biased_both-TRxCH-questions|factual-cf-agent0-full-biased_both-HPxTR-questions,,traj-998,Medium Responsibility,Medium Responsibility,Medium confidence,,,,,,,,,,,,,,,,998,clear,great survey.,39,Republican Party,,Male,,City or urban community,,California,Bachelor degree,White,Protestantism,
R_7kwzwEHdiaeUIcp,1179,675dd4aed41b2116f978a0a1,1,full,1-CF,both,0,TRxCH,factual-cf-agent0-full-biased_both-TRxTR-questions|factual-cf-agent0-full-biased_both-BFxCH-questions|factual-cf-agent0-full-biased_both-HPxCH-questions|FL_267|factual-cf-agent0-full-biased_both-TRxCH-questions|factual-cf-agent0-full-biased_both-HPxTR-questions,,traj-491,High Responsibility,Medium Responsibility,Medium confidence,,,,,,,,,,,,,,,,491,clear,great survey.,39,Republican Party,,Male,,City or urban community,,California,Bachelor degree,White,Protestantism,
R_7kwzwEHdiaeUIcp,1179,675dd4aed41b2116f978a0a1,1,full,1-CF,both,0,HPxTR,factual-cf-agent0-full-biased_both-TRxTR-questions|factual-cf-agent0-full-biased_both-BFxCH-questions|factual-cf-agent0-full-biased_both-HPxCH-questions|FL_267|factual-cf-agent0-full-biased_both-TRxCH-questions|factual-cf-agent0-full-biased_both-HPxTR-questions,,traj-95,Medium Responsibility,High Responsibility,Low confidence,,,,,,,,,,,,,,,,95,clear,great survey.,39,Republican Party,,Male,,City or urban community,,California,Bachelor degree,White,Protestantism,
R_6drSDCY9FNEG22O,954,67f575a10a611995709da33e,0,full,factual,,none, ,factual-full-biased_0-questions,837|QID747|819|QID748|904|QID749|70|QID750|150|QID751,837,Medium Responsibility,Medium Responsibility,Medium confidence,,,,,,,,,,,,,,,,837,Yes it was clear.,I have no comment.,41,Democratic Party,,Male,,City or urban community,,Texas,Bachelor degree,White,Protestantism,
R_6drSDCY9FNEG22O,954,67f575a10a611995709da33e,0,full,factual,,none, ,factual-full-biased_0-questions,837|QID747|819|QID748|904|QID749|70|QID750|150|QID751,819,Medium Responsibility,Medium Responsibility,Medium confidence,,,,,,,,,,,,,,,,819,Yes it was clear.,I have no comment.,42,Democratic Party,,Male,,City or urban community,,Texas,Bachelor degree,White,Protestantism,
R_6drSDCY9FNEG22O,954,67f575a10a611995709da33e,0,full,factual,,none, ,factual-full-biased_0-questions,837|QID747|819|QID748|904|QID749|70|QID750|150|QID751,904,High Responsibility,Medium Responsibility,Medium confidence,,,,,,,,,,,,,,,,904,Yes it was clear.,I have no comment.,43,Democratic Party,,Male,,City or urban community,,Texas,Bachelor degree,White,Protestantism,
R_6drSDCY9FNEG22O,954,67f575a10a611995709da33e,0,full,factual,,none, ,factual-full-biased_0-questions,837|QID747|819|QID748|904|QID749|70|QID750|150|QID751,70,Low Responsibility,High Responsibility,High confidence,,,,,,,,,,,,,,,,70,Yes it was clear.,I have no comment.,44,Democratic Party,,Male,,City or urban community,,Texas,Bachelor degree,White,Protestantism,
R_6drSDCY9FNEG22O,954,67f575a10a611995709da33e,0,full,factual,,none, ,factual-full-biased_0-questions,837|QID747|819|QID748|904|QID749|70|QID750|150|QID751,150,Medium Responsibility,Low Responsibility,Medium confidence,,,,,,,,,,,,,,,,150,Yes it was clear.,I have no comment.,45,Democratic Party,,Male,,City or urban community,,Texas,Bachelor degree,White,Protestantism,
R_1dV3Mf3ZlAFT85z,50213,67f7cded5ba47f4afa9202fb,1,full,1-CF,0,1,HPxCH,factual-cf-agent1-full-biased_0-HPxCH-questions|factual-cf-agent1-full-biased_0-TRxTR-questions|factual-cf-agent1-full-biased_0-HPxTR-questions|factual-cf-agent1-full-biased_0-TRxCH-questions|factual-cf-agent1-full-biased_0-BFxCH-questions|FL_270,,traj-36,Low Responsibility,Low Responsibility,Medium confidence,,,,,,,,,,,,,,,,36,The instructions were clear and understanding ,"It was fun, Thanks for the opportunity",39,Republican Party,,Male,,City or urban community,,West Virginia,Graduate degree,White,Catholicism,
R_1dV3Mf3ZlAFT85z,50213,67f7cded5ba47f4afa9202fb,1,full,1-CF,0,1,TRxTR,factual-cf-agent1-full-biased_0-HPxCH-questions|factual-cf-agent1-full-biased_0-TRxTR-questions|factual-cf-agent1-full-biased_0-HPxTR-questions|factual-cf-agent1-full-biased_0-TRxCH-questions|factual-cf-agent1-full-biased_0-BFxCH-questions|FL_270,,traj-503,Medium Responsibility,Low Responsibility,Medium confidence,,,,,,,,,,,,,,,,503,The instructions were clear and understanding ,"It was fun, Thanks for the opportunity",40,Republican Party,,Male,,City or urban community,,West Virginia,Graduate degree,White,Catholicism,
